Tipo de Aplicação,Exposição Pública,Dados Sensíveis?,Histórico de Incidentes?,Resultado do Scan SAST (alto risco)?,Resultado do Scan DAST (alto risco)?,Aplicação com MFA?,Aprovado_AppSec
Web,Não,Não,Sim,Sim,Não,Não,Sim
Web,Não,Não,Não,Não,Não,Sim,Sim
Mobile,Sim,Sim,Sim,Sim,Não,Sim,Não
Web,Sim,Não,Não,Sim,Sim,Sim,Sim
Mobile,Sim,Não,Não,Não,Sim,Sim,Sim
Mobile,Não,Sim,Sim,Não,Sim,Não,Não
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
Web,Sim,Sim,Não,Não,Não,Não,Sim
Mobile,Não,Sim,Não,Sim,Sim,Sim,Sim
Mobile,Não,Sim,Não,Não,Não,Sim,Sim
API,Sim,Não,Não,Sim,Sim,Não,Não
Web,Sim,Sim,Não,Sim,Não,Não,Não
API,Não,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Sim,Sim,Sim,Sim,Não,Não
Web,Sim,Sim,Não,Sim,Não,Não,Não
Web,Não,Sim,Não,Sim,Não,Não,Sim
Mobile,Não,Sim,Sim,Não,Sim,Não,Não
API,Não,Não,Não,Sim,Sim,Não,Sim
API,Sim,Sim,Sim,Sim,Não,Não,Não
API,Não,Não,Não,Não,Não,Não,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
API,Sim,Não,Sim,Não,Não,Sim,Sim
Web,Não,Sim,Sim,Não,Sim,Sim,Sim
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
Web,Sim,Sim,Sim,Sim,Não,Não,Não
Web,Não,Sim,Sim,Sim,Sim,Não,Não
API,Não,Sim,Sim,Sim,Não,Não,Não
Web,Não,Sim,Não,Não,Sim,Sim,Sim
API,Sim,Não,Sim,Sim,Sim,Sim,Não
Mobile,Não,Sim,Sim,Não,Sim,Sim,Sim
Web,Não,Não,Não,Sim,Não,Não,Sim
API,Sim,Sim,Sim,Sim,Não,Não,Não
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
Web,Não,Sim,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Não,Sim,Sim,Sim,Sim
Web,Sim,Sim,Sim,Não,Não,Não,Não
Web,Sim,Não,Sim,Sim,Não,Sim,Sim
Mobile,Não,Sim,Não,Não,Sim,Sim,Sim
API,Não,Não,Não,Sim,Sim,Sim,Sim
Mobile,Não,Sim,Não,Não,Não,Não,Sim
API,Sim,Não,Não,Sim,Sim,Sim,Sim
Web,Sim,Sim,Sim,Não,Sim,Não,Não
Web,Não,Sim,Sim,Sim,Sim,Não,Não
Web,Sim,Não,Sim,Sim,Sim,Não,Não
Mobile,Sim,Sim,Sim,Não,Não,Não,Não
API,Não,Não,Não,Não,Sim,Não,Sim
Web,Não,Não,Não,Não,Não,Não,Sim
API,Sim,Sim,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Sim,Sim,Sim,Sim,Não
Mobile,Sim,Não,Não,Sim,Sim,Não,Não
Mobile,Não,Sim,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
API,Não,Sim,Não,Não,Sim,Não,Sim
API,Não,Sim,Não,Não,Sim,Sim,Sim
Mobile,Sim,Não,Não,Não,Não,Não,Sim
Mobile,Não,Não,Sim,Não,Sim,Sim,Sim
API,Não,Sim,Sim,Não,Sim,Sim,Sim
Web,Sim,Sim,Sim,Sim,Não,Sim,Não
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
API,Não,Sim,Não,Sim,Não,Não,Sim
API,Sim,Não,Sim,Não,Sim,Não,Não
Mobile,Não,Não,Sim,Sim,Sim,Não,Não
Mobile,Não,Sim,Sim,Sim,Sim,Sim,Não
API,Sim,Não,Não,Sim,Sim,Sim,Sim
API,Sim,Sim,Sim,Sim,Não,Não,Não
API,Não,Não,Sim,Não,Não,Sim,Sim
API,Sim,Não,Não,Não,Sim,Sim,Sim
Mobile,Sim,Sim,Não,Não,Sim,Não,Não
Web,Sim,Não,Sim,Sim,Sim,Sim,Não
API,Sim,Não,Sim,Não,Sim,Não,Não
Mobile,Sim,Sim,Não,Não,Não,Não,Sim
Mobile,Sim,Não,Sim,Não,Não,Sim,Sim
API,Sim,Não,Não,Sim,Sim,Não,Não
API,Não,Não,Sim,Sim,Sim,Não,Não
Web,Não,Não,Não,Sim,Não,Sim,Sim
Mobile,Sim,Sim,Não,Não,Sim,Não,Não
Mobile,Não,Não,Não,Sim,Sim,Não,Sim
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
API,Sim,Sim,Sim,Sim,Não,Sim,Não
API,Sim,Sim,Não,Sim,Sim,Não,Não
API,Não,Sim,Não,Não,Sim,Sim,Sim
Web,Não,Não,Não,Não,Não,Não,Sim
Mobile,Sim,Não,Não,Não,Não,Não,Sim
API,Sim,Não,Sim,Não,Sim,Sim,Sim
Web,Não,Não,Sim,Não,Não,Não,Sim
Web,Não,Sim,Não,Não,Não,Sim,Sim
Mobile,Sim,Sim,Sim,Sim,Não,Não,Não
API,Sim,Não,Não,Sim,Não,Sim,Sim
API,Não,Sim,Sim,Sim,Sim,Não,Não
Mobile,Não,Não,Não,Sim,Não,Não,Sim
Mobile,Sim,Sim,Não,Sim,Não,Sim,Sim
Web,Não,Não,Sim,Sim,Não,Sim,Sim
Mobile,Não,Não,Não,Sim,Não,Sim,Sim
Mobile,Não,Sim,Não,Sim,Não,Sim,Sim
Mobile,Não,Não,Não,Sim,Não,Sim,Sim
Web,Sim,Não,Sim,Sim,Não,Não,Não
Web,Sim,Sim,Não,Não,Sim,Sim,Sim
Mobile,Sim,Não,Não,Sim,Não,Não,Sim
Web,Não,Sim,Sim,Não,Sim,Não,Não
Mobile,Não,Sim,Não,Não,Sim,Não,Sim
Web,Não,Sim,Sim,Sim,Não,Não,Não
Web,Não,Sim,Sim,Sim,Não,Não,Não
Mobile,Sim,Sim,Sim,Não,Sim,Sim,Não
API,Não,Não,Não,Não,Sim,Não,Sim
Web,Sim,Sim,Sim,Sim,Sim,Sim,Não
Mobile,Não,Não,Não,Sim,Sim,Não,Sim
API,Sim,Sim,Sim,Não,Sim,Não,Não
API,Sim,Sim,Não,Sim,Sim,Sim,Não
Web,Sim,Não,Sim,Sim,Não,Sim,Sim
Mobile,Não,Não,Sim,Não,Sim,Sim,Sim
Mobile,Sim,Sim,Sim,Não,Sim,Sim,Não
API,Sim,Sim,Não,Não,Sim,Não,Não
Mobile,Sim,Sim,Não,Não,Sim,Não,Não
API,Sim,Sim,Sim,Não,Não,Sim,Sim
Mobile,Sim,Sim,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Sim,Sim,Não,Sim,Sim
API,Não,Sim,Sim,Sim,Não,Sim,Sim
API,Sim,Sim,Sim,Sim,Não,Sim,Não
Web,Não,Não,Sim,Sim,Não,Sim,Sim
API,Não,Não,Não,Sim,Sim,Não,Sim
API,Sim,Sim,Não,Sim,Não,Sim,Sim
Web,Não,Não,Não,Não,Sim,Não,Sim
Web,Não,Sim,Sim,Sim,Sim,Não,Não
Web,Sim,Sim,Não,Não,Não,Não,Sim
Web,Sim,Não,Não,Não,Sim,Não,Sim
API,Sim,Sim,Não,Não,Sim,Não,Não
Mobile,Sim,Não,Não,Sim,Não,Sim,Sim
API,Sim,Não,Não,Não,Sim,Sim,Sim
API,Não,Sim,Não,Não,Não,Não,Sim
Web,Não,Não,Sim,Sim,Sim,Não,Não
Mobile,Não,Sim,Sim,Sim,Não,Não,Não
API,Sim,Sim,Sim,Não,Não,Sim,Sim
Mobile,Sim,Não,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Não,Não,Não,Não,Sim
Mobile,Sim,Não,Sim,Sim,Sim,Sim,Não
Mobile,Sim,Não,Sim,Sim,Sim,Sim,Não
Mobile,Não,Não,Não,Não,Sim,Não,Sim
Web,Sim,Não,Sim,Não,Sim,Sim,Sim
Web,Não,Não,Não,Não,Não,Sim,Sim
Web,Não,Sim,Não,Não,Sim,Não,Sim
API,Sim,Sim,Sim,Sim,Sim,Sim,Não
Web,Sim,Sim,Sim,Não,Não,Não,Não
Mobile,Sim,Não,Não,Sim,Sim,Não,Não
Web,Sim,Não,Sim,Não,Sim,Não,Não
Web,Não,Não,Sim,Sim,Não,Não,Sim
API,Não,Sim,Sim,Não,Não,Sim,Sim
Mobile,Sim,Não,Sim,Sim,Não,Não,Não
API,Não,Sim,Sim,Sim,Não,Não,Não
API,Não,Sim,Sim,Sim,Não,Não,Não
API,Sim,Sim,Não,Não,Não,Não,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
API,Não,Sim,Sim,Sim,Não,Sim,Sim
API,Sim,Não,Sim,Não,Não,Não,Sim
API,Não,Não,Não,Não,Não,Não,Sim
Web,Não,Não,Sim,Não,Sim,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
Web,Não,Não,Não,Sim,Sim,Sim,Sim
API,Não,Sim,Não,Sim,Não,Sim,Sim
Mobile,Não,Não,Não,Sim,Sim,Sim,Sim
Web,Sim,Sim,Não,Sim,Sim,Sim,Não
Mobile,Não,Não,Sim,Sim,Sim,Não,Não
API,Não,Não,Sim,Não,Não,Não,Sim
Mobile,Não,Sim,Não,Sim,Não,Não,Sim
Web,Sim,Não,Sim,Sim,Não,Sim,Sim
API,Não,Sim,Sim,Sim,Sim,Não,Não
Mobile,Sim,Sim,Sim,Sim,Não,Sim,Não
Mobile,Não,Sim,Sim,Sim,Não,Não,Não
Mobile,Não,Sim,Sim,Sim,Sim,Não,Não
API,Não,Não,Sim,Não,Não,Não,Sim
Web,Não,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Sim,Não,Sim,Não,Sim,Sim
Mobile,Sim,Não,Sim,Não,Sim,Não,Não
API,Não,Sim,Sim,Sim,Sim,Sim,Não
Mobile,Sim,Sim,Não,Sim,Não,Sim,Sim
Mobile,Não,Sim,Sim,Sim,Não,Sim,Sim
Mobile,Não,Sim,Sim,Não,Sim,Não,Não
Web,Sim,Não,Sim,Sim,Sim,Não,Não
Mobile,Sim,Não,Sim,Sim,Sim,Sim,Não
API,Sim,Sim,Não,Não,Não,Não,Sim
API,Não,Sim,Sim,Não,Sim,Não,Não
Mobile,Sim,Não,Não,Sim,Sim,Não,Não
Mobile,Não,Não,Sim,Não,Não,Não,Sim
Web,Sim,Sim,Sim,Sim,Sim,Não,Não
Mobile,Não,Sim,Não,Sim,Não,Não,Sim
API,Não,Sim,Sim,Sim,Sim,Não,Não
API,Sim,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Não,Sim,Sim,Não,Não,Não
Mobile,Sim,Não,Sim,Sim,Não,Não,Não
Web,Sim,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Sim,Não,Não,Sim,Não,Não
API,Não,Sim,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Sim,Não,Não,Sim,Sim
Mobile,Não,Sim,Não,Não,Não,Não,Sim
API,Sim,Sim,Não,Não,Não,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Não,Não
Mobile,Sim,Não,Sim,Não,Não,Não,Sim
API,Sim,Não,Não,Não,Não,Não,Sim
API,Sim,Sim,Não,Sim,Sim,Não,Não
API,Sim,Sim,Não,Não,Não,Sim,Sim
Mobile,Sim,Não,Sim,Sim,Sim,Sim,Não
Web,Sim,Não,Não,Não,Não,Sim,Sim
API,Sim,Sim,Não,Sim,Não,Não,Não
Web,Não,Sim,Não,Não,Não,Sim,Sim
Web,Sim,Não,Não,Sim,Sim,Sim,Sim
Web,Sim,Não,Não,Sim,Não,Não,Sim
API,Sim,Sim,Sim,Sim,Sim,Sim,Não
API,Não,Sim,Não,Sim,Não,Sim,Sim
Web,Não,Sim,Não,Não,Sim,Não,Sim
Mobile,Sim,Sim,Não,Não,Sim,Sim,Sim
API,Sim,Não,Sim,Não,Sim,Sim,Sim
API,Não,Sim,Não,Sim,Não,Não,Sim
Web,Sim,Não,Sim,Não,Sim,Não,Não
Web,Sim,Sim,Não,Não,Não,Não,Sim
API,Não,Não,Não,Sim,Não,Sim,Sim
Web,Sim,Sim,Não,Não,Não,Sim,Sim
API,Não,Sim,Sim,Não,Não,Não,Sim
Mobile,Sim,Não,Não,Sim,Não,Sim,Sim
Mobile,Sim,Não,Sim,Não,Não,Não,Sim
Mobile,Não,Sim,Não,Sim,Sim,Sim,Sim
Mobile,Sim,Não,Sim,Não,Sim,Sim,Sim
API,Sim,Não,Sim,Não,Sim,Sim,Sim
Web,Sim,Não,Sim,Sim,Sim,Não,Não
API,Sim,Não,Sim,Sim,Sim,Sim,Não
Mobile,Não,Não,Sim,Não,Não,Sim,Sim
Web,Sim,Não,Não,Não,Não,Sim,Sim
Mobile,Não,Sim,Não,Sim,Não,Não,Sim
API,Não,Sim,Sim,Sim,Não,Sim,Sim
Web,Sim,Não,Sim,Não,Sim,Não,Não
API,Não,Não,Sim,Não,Não,Sim,Sim
API,Não,Não,Sim,Não,Não,Sim,Sim
Mobile,Sim,Sim,Sim,Sim,Não,Sim,Não
Mobile,Não,Não,Não,Sim,Sim,Não,Sim
Mobile,Não,Não,Sim,Não,Não,Sim,Sim
Web,Sim,Sim,Sim,Não,Sim,Sim,Não
Web,Não,Não,Não,Sim,Não,Sim,Sim
API,Sim,Sim,Sim,Sim,Não,Não,Não
Mobile,Sim,Não,Sim,Sim,Sim,Sim,Não
API,Sim,Não,Não,Sim,Não,Não,Sim
Mobile,Não,Sim,Não,Sim,Não,Sim,Sim
API,Não,Sim,Não,Sim,Sim,Sim,Sim
Mobile,Sim,Sim,Não,Sim,Sim,Não,Não
API,Não,Não,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Sim,Sim,Não,Não,Não
Mobile,Não,Não,Não,Sim,Não,Não,Sim
API,Sim,Sim,Não,Sim,Não,Sim,Sim
Mobile,Sim,Não,Sim,Não,Sim,Não,Não
API,Sim,Não,Não,Sim,Sim,Não,Não
Web,Sim,Sim,Sim,Sim,Não,Sim,Não
Mobile,Não,Sim,Sim,Não,Sim,Não,Não
Mobile,Não,Sim,Sim,Sim,Sim,Não,Não
Web,Não,Sim,Sim,Não,Não,Não,Sim
Mobile,Não,Sim,Não,Sim,Sim,Não,Não
Web,Não,Sim,Sim,Não,Não,Não,Sim
Mobile,Sim,Não,Sim,Sim,Sim,Não,Não
Web,Não,Não,Sim,Não,Sim,Não,Sim
Mobile,Sim,Não,Sim,Sim,Sim,Não,Não
Web,Não,Não,Sim,Sim,Não,Não,Sim
API,Não,Sim,Não,Sim,Não,Não,Sim
Mobile,Sim,Sim,Sim,Sim,Não,Não,Não
Mobile,Sim,Sim,Não,Não,Não,Não,Sim
Web,Não,Sim,Não,Sim,Sim,Não,Não
API,Sim,Sim,Não,Sim,Sim,Não,Não
API,Sim,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Não,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Sim,Não,Não,Sim,Não,Não
Web,Sim,Não,Sim,Sim,Sim,Sim,Não
Web,Sim,Não,Sim,Sim,Não,Não,Não
Web,Sim,Sim,Não,Sim,Não,Não,Não
API,Não,Sim,Sim,Sim,Não,Não,Não
API,Não,Não,Não,Não,Não,Não,Sim
Mobile,Não,Não,Sim,Sim,Não,Não,Sim
Mobile,Sim,Sim,Não,Não,Não,Sim,Sim
Web,Não,Não,Não,Não,Não,Não,Sim
Web,Não,Sim,Sim,Sim,Não,Não,Não
Web,Sim,Não,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
Mobile,Não,Sim,Sim,Sim,Sim,Sim,Não
Web,Não,Sim,Sim,Sim,Sim,Não,Não
Web,Não,Não,Sim,Não,Não,Não,Sim
Mobile,Não,Sim,Sim,Não,Sim,Não,Não
Mobile,Não,Não,Sim,Não,Não,Não,Sim
Web,Não,Não,Não,Não,Não,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
API,Não,Sim,Não,Sim,Não,Sim,Sim
Mobile,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Não,Sim,Não,Sim,Não,Sim,Sim
Web,Não,Sim,Sim,Não,Não,Não,Sim
Mobile,Não,Sim,Sim,Sim,Não,Não,Não
Web,Sim,Não,Não,Sim,Sim,Sim,Sim
Mobile,Sim,Não,Não,Não,Sim,Sim,Sim
Web,Não,Não,Sim,Sim,Sim,Sim,Sim
Web,Sim,Sim,Não,Sim,Não,Não,Não
Web,Não,Sim,Sim,Sim,Sim,Não,Não
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
API,Não,Sim,Sim,Não,Não,Sim,Sim
Mobile,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Sim,Não,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
Mobile,Sim,Sim,Não,Sim,Sim,Sim,Não
API,Sim,Sim,Não,Sim,Sim,Não,Não
Web,Não,Não,Sim,Sim,Não,Sim,Sim
Mobile,Não,Sim,Sim,Não,Não,Não,Sim
Mobile,Sim,Não,Não,Sim,Não,Sim,Sim
API,Sim,Não,Sim,Não,Não,Não,Sim
Mobile,Não,Não,Sim,Sim,Não,Sim,Sim
API,Sim,Não,Sim,Não,Não,Não,Sim
Mobile,Não,Sim,Sim,Sim,Não,Não,Não
Mobile,Não,Sim,Sim,Não,Não,Sim,Sim
API,Não,Sim,Não,Não,Sim,Sim,Sim
API,Não,Sim,Não,Sim,Não,Sim,Sim
Web,Não,Não,Sim,Sim,Não,Sim,Sim
Web,Sim,Não,Sim,Não,Sim,Sim,Sim
Mobile,Sim,Sim,Não,Sim,Não,Sim,Sim
API,Sim,Não,Não,Não,Sim,Sim,Sim
Mobile,Não,Sim,Não,Não,Não,Sim,Sim
Web,Sim,Não,Não,Não,Sim,Sim,Sim
Web,Não,Não,Sim,Sim,Não,Sim,Sim
Web,Não,Sim,Não,Sim,Não,Sim,Sim
API,Não,Sim,Sim,Sim,Não,Sim,Sim
Web,Não,Não,Não,Sim,Não,Não,Sim
API,Não,Não,Sim,Sim,Não,Não,Sim
Web,Não,Sim,Sim,Não,Sim,Sim,Sim
Web,Sim,Sim,Sim,Não,Sim,Não,Não
API,Sim,Não,Sim,Não,Sim,Sim,Sim
Mobile,Não,Não,Sim,Não,Não,Não,Sim
Web,Sim,Sim,Não,Não,Sim,Não,Não
Mobile,Sim,Sim,Sim,Sim,Sim,Não,Não
API,Sim,Sim,Sim,Sim,Não,Sim,Não
Web,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Não,Não,Não,Não,Sim,Sim,Sim
API,Não,Sim,Sim,Sim,Sim,Sim,Não
Mobile,Sim,Não,Sim,Sim,Sim,Não,Não
Web,Sim,Sim,Sim,Sim,Sim,Não,Não
Mobile,Não,Não,Não,Não,Não,Sim,Sim
Web,Não,Não,Sim,Sim,Sim,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
Web,Sim,Sim,Não,Sim,Sim,Não,Não
Mobile,Sim,Sim,Sim,Sim,Sim,Não,Não
Web,Não,Não,Sim,Não,Não,Sim,Sim
Mobile,Sim,Sim,Sim,Não,Não,Não,Não
Web,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Sim,Sim,Sim,Não,Sim,Sim,Não
Web,Sim,Sim,Não,Não,Sim,Não,Não
API,Sim,Não,Não,Não,Não,Não,Sim
Web,Não,Não,Sim,Não,Não,Não,Sim
Mobile,Sim,Não,Sim,Não,Sim,Sim,Sim
Web,Sim,Não,Sim,Sim,Sim,Não,Não
Mobile,Não,Não,Não,Sim,Sim,Não,Sim
Mobile,Sim,Não,Sim,Sim,Sim,Não,Não
API,Não,Não,Sim,Sim,Não,Não,Sim
API,Não,Sim,Não,Sim,Sim,Não,Não
API,Sim,Não,Não,Não,Sim,Sim,Sim
Mobile,Não,Não,Não,Não,Não,Sim,Sim
Web,Não,Não,Não,Não,Sim,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Não,Não
API,Sim,Sim,Sim,Sim,Sim,Não,Não
API,Não,Não,Sim,Não,Não,Sim,Sim
Web,Não,Não,Sim,Não,Não,Não,Sim
API,Não,Não,Não,Sim,Não,Não,Sim
Web,Sim,Sim,Não,Sim,Não,Não,Não
Web,Não,Sim,Não,Sim,Sim,Não,Não
Mobile,Sim,Não,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
Web,Sim,Sim,Não,Sim,Sim,Sim,Não
Web,Sim,Não,Não,Não,Sim,Não,Sim
Mobile,Sim,Sim,Não,Sim,Sim,Sim,Não
Web,Sim,Não,Não,Não,Não,Não,Sim
Web,Não,Sim,Não,Sim,Sim,Não,Não
API,Sim,Não,Sim,Não,Sim,Não,Não
API,Não,Sim,Sim,Não,Não,Não,Sim
API,Não,Não,Não,Sim,Sim,Sim,Sim
Mobile,Sim,Não,Sim,Não,Sim,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Sim,Sim
Mobile,Não,Não,Sim,Não,Não,Não,Sim
API,Não,Sim,Sim,Não,Sim,Sim,Sim
API,Não,Sim,Sim,Não,Sim,Não,Não
API,Não,Não,Não,Não,Sim,Não,Sim
API,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Não,Não,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Sim,Não,Não,Sim,Sim
Mobile,Não,Não,Sim,Não,Sim,Sim,Sim
Mobile,Sim,Não,Não,Não,Não,Sim,Sim
API,Sim,Sim,Não,Sim,Não,Sim,Sim
API,Sim,Não,Não,Não,Sim,Não,Sim
API,Sim,Sim,Não,Não,Não,Não,Sim
Web,Não,Sim,Sim,Não,Sim,Sim,Sim
API,Não,Não,Não,Sim,Sim,Sim,Sim
Mobile,Não,Não,Sim,Sim,Não,Não,Sim
API,Não,Não,Sim,Sim,Não,Não,Sim
Web,Sim,Sim,Sim,Sim,Sim,Sim,Não
API,Não,Não,Não,Não,Não,Não,Sim
Web,Sim,Não,Não,Sim,Sim,Não,Não
Web,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Não,Sim,Não,Sim,Sim,Não,Não
API,Não,Não,Não,Não,Não,Sim,Sim
API,Sim,Não,Não,Sim,Sim,Sim,Sim
Web,Sim,Não,Não,Não,Sim,Sim,Sim
Web,Não,Sim,Sim,Sim,Não,Sim,Sim
API,Sim,Sim,Sim,Sim,Sim,Não,Não
API,Não,Sim,Não,Não,Não,Sim,Sim
API,Não,Não,Sim,Não,Sim,Não,Sim
API,Não,Sim,Sim,Sim,Sim,Sim,Não
Mobile,Não,Não,Sim,Não,Sim,Não,Sim
API,Não,Não,Sim,Sim,Sim,Sim,Sim
API,Sim,Não,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Sim,Não,Não,Sim,Não,Não
Mobile,Sim,Sim,Não,Não,Sim,Não,Não
Mobile,Sim,Não,Sim,Sim,Não,Sim,Sim
API,Não,Sim,Sim,Sim,Não,Sim,Sim
Mobile,Não,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Sim,Sim,Sim,Sim,Sim,Não
Web,Não,Sim,Sim,Não,Não,Não,Sim
Web,Não,Sim,Não,Sim,Não,Sim,Sim
Mobile,Sim,Sim,Sim,Não,Não,Não,Não
Web,Sim,Não,Sim,Não,Sim,Não,Não
API,Não,Não,Não,Não,Sim,Não,Sim
Mobile,Não,Sim,Não,Sim,Sim,Não,Não
API,Sim,Sim,Não,Sim,Não,Não,Não
Web,Sim,Não,Sim,Não,Sim,Não,Não
API,Não,Sim,Não,Sim,Sim,Não,Não
API,Sim,Não,Sim,Sim,Não,Não,Não
Web,Não,Não,Sim,Não,Não,Não,Sim
Mobile,Não,Não,Sim,Sim,Sim,Não,Não
Web,Sim,Não,Não,Sim,Não,Não,Sim
Web,Não,Não,Não,Não,Não,Sim,Sim
Mobile,Não,Sim,Não,Não,Sim,Sim,Sim
Web,Não,Não,Sim,Não,Não,Sim,Sim
Mobile,Não,Não,Sim,Sim,Sim,Sim,Sim
API,Não,Sim,Não,Não,Não,Sim,Sim
Mobile,Não,Não,Sim,Não,Sim,Sim,Sim
Web,Sim,Sim,Não,Não,Sim,Não,Não
Mobile,Não,Sim,Sim,Não,Não,Sim,Sim
Mobile,Sim,Sim,Não,Sim,Sim,Não,Não
Mobile,Sim,Sim,Sim,Sim,Sim,Não,Não
API,Sim,Não,Sim,Sim,Sim,Sim,Não
Web,Não,Sim,Sim,Sim,Sim,Não,Não
Mobile,Não,Sim,Sim,Sim,Sim,Não,Não
Mobile,Sim,Não,Não,Não,Não,Não,Sim
Web,Sim,Sim,Sim,Não,Sim,Não,Não
API,Sim,Sim,Sim,Não,Sim,Sim,Não
Mobile,Sim,Não,Sim,Não,Não,Não,Sim
Web,Sim,Sim,Não,Sim,Não,Sim,Sim
API,Sim,Sim,Não,Sim,Não,Sim,Sim
Mobile,Não,Sim,Sim,Não,Não,Sim,Sim
Web,Não,Sim,Sim,Não,Sim,Sim,Sim
API,Não,Sim,Sim,Sim,Não,Não,Não
Web,Não,Sim,Não,Não,Não,Não,Sim
Mobile,Não,Não,Não,Não,Não,Não,Sim
Mobile,Sim,Sim,Sim,Sim,Sim,Não,Não
Web,Sim,Sim,Sim,Sim,Sim,Não,Não
API,Não,Sim,Sim,Não,Não,Sim,Sim
API,Não,Sim,Sim,Não,Sim,Não,Não
Web,Sim,Sim,Não,Sim,Não,Não,Não
API,Sim,Não,Não,Não,Sim,Sim,Sim
Web,Sim,Não,Sim,Não,Não,Sim,Sim
API,Não,Não,Não,Não,Não,Sim,Sim
API,Sim,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Não,Sim,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Não,Sim,Não,Sim,Sim,Sim
API,Não,Sim,Sim,Não,Não,Sim,Sim
Web,Sim,Sim,Não,Sim,Sim,Não,Não
Mobile,Não,Sim,Não,Sim,Não,Não,Sim
Mobile,Sim,Sim,Não,Não,Não,Não,Sim
Web,Não,Sim,Não,Não,Não,Sim,Sim
Web,Sim,Não,Não,Sim,Não,Não,Sim
API,Não,Não,Não,Não,Sim,Sim,Sim
Web,Não,Não,Sim,Sim,Não,Sim,Sim
Mobile,Sim,Sim,Não,Sim,Sim,Sim,Não
Mobile,Não,Não,Não,Não,Sim,Não,Sim
Web,Não,Não,Não,Sim,Não,Sim,Sim
API,Não,Não,Sim,Sim,Sim,Sim,Sim
Mobile,Sim,Sim,Não,Não,Não,Sim,Sim
API,Sim,Não,Sim,Não,Não,Sim,Sim
Mobile,Sim,Sim,Não,Não,Não,Não,Sim
Mobile,Sim,Não,Não,Não,Sim,Sim,Sim
API,Sim,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Não,Sim,Não,Não,Não,Sim
Web,Não,Não,Não,Não,Sim,Não,Sim
API,Não,Não,Não,Sim,Não,Sim,Sim
API,Não,Sim,Sim,Sim,Não,Sim,Sim
Web,Sim,Sim,Sim,Não,Sim,Sim,Não
API,Não,Sim,Não,Não,Não,Não,Sim
API,Sim,Não,Não,Sim,Não,Sim,Sim
API,Sim,Sim,Não,Não,Sim,Sim,Sim
API,Sim,Sim,Sim,Não,Sim,Sim,Não
Mobile,Sim,Sim,Não,Sim,Sim,Não,Não
Web,Sim,Sim,Sim,Não,Não,Sim,Sim
Mobile,Não,Sim,Não,Sim,Sim,Sim,Sim
Mobile,Sim,Não,Não,Sim,Sim,Não,Não
Mobile,Não,Sim,Não,Não,Sim,Sim,Sim
Web,Sim,Sim,Sim,Não,Sim,Sim,Não
Web,Não,Sim,Não,Sim,Não,Não,Sim
Mobile,Sim,Sim,Não,Sim,Sim,Sim,Não
